Time,No. Steps,Total Reward,final_position,Episode Length
0.044478654861450195,2254,-4.399999999999994,0.012654223347042075,200
0.04504561424255371,20253,19.72,0.09364125276811136,40
0.04119110107421875,37673,19.72,0.09364125276811136,40
0.04768204689025879,55356,19.72,0.09364125276811136,40
0.042519330978393555,77587,19.415000000000056,0.1372983233154065,438
0.024876117706298828,94782,14.035000000000005,0.09965200885795635,27
0.04169154167175293,116400,20.985000000000046,0.1372983233154065,427
0.040259361267089844,133291,15.185000000000006,0.09933565327428029,30
0.04153919219970703,154670,19.885000000000055,0.1372983233154065,428
0.04202079772949219,171639,19.72,0.09364125276811136,40
0.028815507888793945,190559,45.29999999999958,0.21417273014868712,224
0.04294872283935547,213246,46.85499999999946,0.2157545080670674,482
0.040894269943237305,230445,19.72,0.09364125276811136,40
0.0329434871673584,247631,14.035000000000005,0.09965200885795635,27
0.02760601043701172,264448,14.035000000000005,0.09965200885795635,27
0.04326343536376953,286183,32.34999999999896,0.1879152167035748,446
0.028200149536132812,303221,14.855000000000004,0.09712116418854792,28
0.04242420196533203,325106,33.50999999999894,0.1879152167035748,471
0.040404558181762695,341641,14.525000000000006,0.09648845302119582,28
0.042058467864990234,363418,31.824999999999008,0.1879152167035748,431
0.02521038055419922,380256,13.770000000000005,0.09459031951913952,31
0.043721914291381836,401756,18.670000000000055,0.1372983233154065,427
0.04200935363769531,423072,18.420000000000055,0.1372983233154065,427
0.04998278617858887,444763,31.649999999998975,0.1879152167035748,452
0.043091535568237305,466770,31.114999999999046,0.1879152167035748,452
0.0259091854095459,483510,14.100000000000007,0.09553938627016767,30
0.042289018630981445,505247,31.649999999998975,0.1879152167035748,452
0.05098557472229004,527110,32.12499999999894,0.1879152167035748,452
0.04086565971374512,545456,43.63999999999983,0.22840873141410947,132
0.046643733978271484,563367,55.70999999999985,0.2840873141410946,127
0.04787039756774902,581456,55.70999999999985,0.2840873141410946,127
0.04097867012023926,598738,41.41499999999999,0.21860170832015186,62
0.026370525360107422,616918,55.054999999999836,0.2840873141410946,127
0.03482675552368164,634579,75.30000000000005,0.35937994305599497,107
0.021799325942993164,652338,75.57500000000007,0.35937994305599497,108
0.028650522232055664,670290,90.99499999999996,0.4482758620689655,127
0.05104398727416992,688472,107.81499999999993,0.5286301803226827,145
