Time,No. Steps,Total Reward,final_position,Episode Length
0.0479738712310791,5947,0.0,0.0,405
0.041063785552978516,30199,0.0,0.017399557102182852,200
0.02514362335205078,52263,1.0,0.09743751977222398,36
0.04336285591125488,80926,2.0,0.1372983233154065,445
0.048915863037109375,103419,0.0,0.09364125276811136,40
0.04256892204284668,131684,2.0,0.1372983233154065,435
0.0409853458404541,159479,2.0,0.1372983233154065,436
0.024541139602661133,182088,0.0,0.09300854160075925,41
0.028464555740356445,204878,3.0,0.21638721923441948,75
0.042081356048583984,227106,0.0,0.09364125276811136,40
0.04053831100463867,249114,0.0,0.09364125276811136,40
0.05124497413635254,277068,2.0,0.1372983233154065,434
0.03016352653503418,298828,1.0,0.09680480860487188,37
0.04192924499511719,320868,0.0,0.09364125276811136,40
0.0443267822265625,350139,3.0,0.1879152167035748,502
0.025182247161865234,372688,3.0,0.21607086365074343,77
0.03984856605529785,394693,1.0,0.09807023093957608,36
0.04228925704956055,422482,3.0,0.1879152167035748,446
0.040245771408081055,444363,1.0,0.09933565327428029,30
0.04839658737182617,466241,1.0,0.09933565327428029,30
0.020774126052856445,489474,6.0,0.35716545397026256,132
0.04091930389404297,511226,1.0,0.09933565327428029,30
0.05699920654296875,539923,3.0,0.1879152167035748,458
0.04243612289428711,568073,3.0,0.1879152167035748,461
0.04205012321472168,590180,1.0,0.09933565327428029,30
0.040802717208862305,612113,1.0,0.09933565327428029,30
0.050749778747558594,640253,2.0,0.1372983233154065,438
0.042510986328125,668498,3.0,0.1879152167035748,446
0.04485440254211426,690379,1.0,0.09933565327428029,30
0.04197812080383301,720031,4.0,0.17367921543815248,538
0.0412287712097168,742440,1.0,0.09933565327428029,30
0.025712966918945312,764730,1.0,0.09712116418854792,32
0.0508270263671875,786888,1.0,0.09933565327428029,30
0.04896354675292969,815887,4.0,0.22840873141410947,481
0.04169011116027832,843798,2.0,0.1372983233154065,434
0.04318523406982422,872789,4.0,0.17336285985447644,462
0.039090633392333984,894824,1.0,0.09933565327428029,30
0.0302731990814209,918509,4.0,0.2840873141410946,138
0.042833566665649414,947215,3.0,0.1879152167035748,460
0.04177260398864746,976295,3.0,0.1879152167035748,461
0.04221820831298828,1004897,2.0,0.1372983233154065,454
0.04173684120178223,1027183,3.0,0.21448908573236317,61
0.04253983497619629,1049733,3.0,0.21448908573236317,61
0.025683164596557617,1072627,3.0,0.22366339765896867,72
0.052162885665893555,1101226,4.0,0.17462828218918064,461
0.02651190757751465,1123533,3.0,0.21069281872825055,106
0.046921491622924805,1151526,4.0,0.17494463777285668,460
0.025208473205566406,1174151,3.0,0.2018348623853211,103
0.02971816062927246,1197235,3.0,0.2018348623853211,103
0.05766582489013672,1224766,2.0,0.1372983233154065,428
0.030087947845458984,1246998,3.0,0.2018348623853211,101
0.041483402252197266,1274590,2.0,0.1372983233154065,427
0.05188155174255371,1302472,4.0,0.17367921543815248,463
0.03297758102416992,1324847,3.0,0.2018348623853211,105
0.041409969329833984,1352760,3.0,0.1879152167035748,452
0.04256439208984375,1380501,3.0,0.1879152167035748,452
0.05127406120300293,1407987,3.0,0.1512179689971528,455
0.04217028617858887,1435116,2.0,0.1372983233154065,438
0.04411482810974121,1462511,4.0,0.17051565960139198,472
0.026304960250854492,1485404,6.0,0.3568490983865865,128
0.025204896926879883,1508126,3.0,0.2018348623853211,105
0.04326796531677246,1536805,4.0,0.16988294843403987,482
0.050714731216430664,1565608,4.0,0.17367921543815248,463
0.025220632553100586,1588811,3.0,0.2018348623853211,105
0.025519371032714844,1611825,3.0,0.2084783296425182,97
0.03975534439086914,1634530,3.0,0.2018348623853211,105
0.04267477989196777,1671824,4.0,0.1879152167035748,1043
0.0363314151763916,1695224,3.0,0.2018348623853211,105
0.03476428985595703,1747312,3.0,0.18506801645049034,2005
0.040136098861694336,1770091,3.0,0.2018348623853211,104
0.024723052978515625,1793252,3.0,0.2018348623853211,105
0.04271054267883301,1821890,4.0,0.17083201518506802,478
0.04226827621459961,1850809,4.0,0.16229041442581463,475
0.028618335723876953,1873949,3.0,0.2018348623853211,105
0.0418701171875,1898307,3.0,0.2018348623853211,169
0.04152393341064453,1921233,3.0,0.2018348623853211,104
0.04257941246032715,1952514,4.0,0.1879152167035748,608
0.04778885841369629,1984379,4.0,0.1879152167035748,702
0.05140495300292969,2014024,4.0,0.1879152167035748,509
0.04312753677368164,2049115,4.0,0.1629231255931667,874
0.05110311508178711,2081104,4.0,0.16260677000949067,656
0.026047468185424805,2103904,3.0,0.2018348623853211,100
0.04256796836853027,2132328,4.0,0.16418854792787094,469
0.04277610778808594,2161179,4.0,0.1879152167035748,499
0.027956724166870117,2184036,3.0,0.2018348623853211,100
0.04316401481628418,2212496,4.0,0.16418854792787094,470
0.04406261444091797,2246773,4.0,0.1629231255931667,817
0.04205822944641113,2275466,4.0,0.16418854792787094,470
0.042478322982788086,2304247,4.0,0.16577032584625118,470
0.04232931137084961,2333208,4.0,0.16450490351154698,493
0.04173541069030762,2362692,4.0,0.16482125909522302,497
0.04317665100097656,2390865,4.0,0.16418854792787094,470
0.042858123779296875,2423917,4.0,0.1879152167035748,789
0.02649664878845215,2446661,3.0,0.2018348623853211,100
0.041321516036987305,2474577,4.0,0.16355583676051882,470
0.05225777626037598,2502833,4.0,0.1629231255931667,476
0.043753623962402344,2533105,4.0,0.1879152167035748,608
0.04166436195373535,2561591,4.0,0.1629231255931667,476
0.054711103439331055,2590359,4.0,0.17367921543815248,477
0.04355597496032715,2618921,4.0,0.17367921543815248,463
0.04150891304016113,2646809,4.0,0.17367921543815248,464
0.04604744911193848,2669579,3.0,0.20215121796899715,104
0.0437617301940918,2698184,4.0,0.1695665928503638,482
0.04314398765563965,2726048,4.0,0.1651376146788991,470
0.048784732818603516,2754062,4.0,0.1651376146788991,451
0.04310250282287598,2782223,4.0,0.1651376146788991,451
0.026993989944458008,2804672,3.0,0.2018348623853211,100
0.043476104736328125,2838739,4.0,0.1695665928503638,829
0.04088926315307617,2861412,3.0,0.2018348623853211,99
0.04941725730895996,2894307,4.0,0.1879152167035748,706
0.053386688232421875,2924530,4.0,0.1879152167035748,539
0.04821276664733887,2947766,3.0,0.2018348623853211,105
0.0426335334777832,2975981,4.0,0.1670357481809554,456
0.0417633056640625,3004371,4.0,0.16545397026257513,461
0.02863907814025879,3027406,3.0,0.2018348623853211,100
0.046691179275512695,3055997,3.0,0.1879152167035748,450
0.04291653633117676,3084671,4.0,0.1651376146788991,467
0.04352259635925293,3113316,4.0,0.1651376146788991,470
0.04210019111633301,3141969,4.0,0.1651376146788991,451
0.04292583465576172,3170464,4.0,0.1651376146788991,451
0.04186272621154785,3198777,4.0,0.16545397026257513,453
0.048207998275756836,3221912,3.0,0.2018348623853211,99
0.043372154235839844,3253153,4.0,0.1879152167035748,634
0.02527618408203125,3276450,3.0,0.20942739639354635,97
0.04206657409667969,3304874,4.0,0.1629231255931667,462
0.04774975776672363,3342101,4.0,0.1683011705156596,1035
0.05384421348571777,3370766,4.0,0.16545397026257513,466
0.04742598533630371,3423008,3.0,0.1879152167035748,2005
0.05074000358581543,3465635,4.0,0.16766845934830749,1331
0.044112205505371094,3494600,4.0,0.1664030370136033,462
0.04259634017944336,3523211,4.0,0.17209743751977222,481
0.042189598083496094,3555530,4.0,0.1689338816830117,668
0.043860673904418945,3605818,4.0,0.1879152167035748,1924
0.04304671287536621,3633049,4.0,0.16577032584625118,469
0.05333900451660156,3660982,4.0,0.16577032584625118,465
0.04314732551574707,3691275,4.0,0.22840873141410947,642
0.03101372718811035,3713266,3.0,0.2018348623853211,100
