Time,No. Steps,Total Reward,Episode Length
0.04922890663146973,5754,-128.75000000000065,407
0.044635772705078125,25375,151.85000000000002,30
0.05401778221130371,44439,151.85000000000002,30
0.043996572494506836,63137,197.2000000000001,40
0.0334014892578125,82282,416.4500000000001,87
0.04353737831115723,100579,169.3500000000001,34
0.050925493240356445,119321,193.65000000000012,39
0.026540517807006836,138583,176.5500000000001,36
0.04418492317199707,163327,333.05000000000274,459
0.04062819480895996,183142,197.2000000000001,40
0.05134439468383789,208995,306.4500000000027,450
0.04194808006286621,234955,313.85000000000275,451
0.04308748245239258,260422,308.90000000000254,432
0.049466609954833984,286351,306.4500000000027,450
0.024762392044067383,306574,140.35000000000002,27
0.04191756248474121,332273,313.2500000000027,454
0.05197930335998535,358257,312.90000000000276,451
0.025043249130249023,379485,780.9999999999994,120
0.04162168502807617,400094,414.15000000000003,62
0.041672468185424805,425940,302.9500000000027,449
0.04172778129577637,451569,302.9500000000027,449
0.050872802734375,477894,317.4500000000028,452
0.04154491424560547,503482,188.20000000000266,420
0.025957345962524414,523980,400.09999999999997,60
0.026264429092407227,544549,382.24999999999994,57
0.03281140327453613,565012,412.6,68
0.025320053100585938,586138,489.0500000000002,110
0.026094913482666016,606458,382.24999999999994,57
0.025672197341918945,626517,382.24999999999994,57
0.0420374870300293,649514,1300.6999999999991,253
0.040113210678100586,669828,386.04999999999995,57
0.04314446449279785,691894,1265.2,178
0.02590799331665039,712515,412.6,68
0.04591655731201172,740876,1477.1499999999899,598
0.0414888858795166,768810,1478.0999999999901,590
0.042615413665771484,797273,1381.0999999999897,584
0.0411529541015625,820993,1606.95,235
0.04211854934692383,850484,1514.3999999999894,606
0.05085039138793945,880351,1503.4999999999893,620
0.04253745079040527,909924,1479.84999999999,595
0.04195094108581543,939390,1487.14999999999,596
0.04141044616699219,969284,1646.54999999999,622
0.05011630058288574,999192,1484.2999999999902,596
0.04072070121765137,1028841,1484.2999999999902,596
0.04137563705444336,1059531,1947.7499999999895,670
0.0522761344909668,1092197,1934.9499999999866,784
0.04192376136779785,1121602,1487.14999999999,596
0.041449546813964844,1151471,1500.0999999999901,597
0.04147791862487793,1182378,1919.8999999999894,689
0.037962913513183594,1212896,1924.2999999999906,655
0.04192686080932617,1243014,1910.149999999991,649
0.04257774353027344,1273784,1890.6499999999892,698
0.042587995529174805,1304166,1908.5999999999906,649
0.04136228561401367,1334441,1856.1499999999905,645
0.049907684326171875,1364564,1852.5499999999909,642
0.042848825454711914,1394773,1849.7999999999906,644
0.05152130126953125,1424868,1849.7999999999906,644
0.025956153869628906,1449630,2613.4500000000016,272
0.04133343696594238,1479972,1905.1999999999912,641
0.04207158088684082,1509805,1903.699999999991,648
0.0419468879699707,1540124,1903.699999999991,648
0.01978754997253418,1564419,2628.3000000000015,274
0.020737648010253906,1587803,2628.3000000000015,274
0.020405054092407227,1611859,2613.7000000000016,271
0.03414106369018555,1636809,2595.5000000000005,328
0.029694318771362305,1660620,2599.150000000002,264
0.0319972038269043,1683809,2599.150000000002,264
0.027889490127563477,1706899,2599.150000000002,264
0.03333544731140137,1730298,2599.150000000002,264
0.029656171798706055,1754112,2599.150000000002,264
0.026325225830078125,1778133,2599.150000000002,264
0.02619647979736328,1801963,2599.150000000002,264
0.02751922607421875,1825787,2599.150000000002,264
0.02748703956604004,1849635,2599.150000000002,264
0.02717900276184082,1873755,2599.150000000002,264
0.029719114303588867,1897785,2599.150000000002,264
0.026009321212768555,1921735,2599.150000000002,264
0.026270389556884766,1945825,2599.150000000002,264
0.02689075469970703,1970094,2599.150000000002,264
0.031934499740600586,1994390,2599.150000000002,264
0.026340723037719727,2018673,2599.150000000002,264
0.03304743766784668,2042993,2599.150000000002,264
0.02746891975402832,2067197,2599.150000000002,264
0.026442289352416992,2091387,2599.150000000002,264
