Time,No. Steps,Total Reward,Episode Length
Time,No. Steps,Total Reward,Episode Length
Time,No. Steps,Total Reward,Episode Length
Time,No. Steps,Total Reward,Episode Length
Time,No. Steps,Total Reward,Episode Length
Time,No. Steps,Total Reward,Episode Length
Time,No. Steps,Total Reward,Episode Length
Time,No. Steps,Total Reward,Episode Length
Time,No. Steps,Total Reward,Episode Length
Time,No. Steps,Total Reward,Episode Length
Time,No. Steps,Total Reward,Episode Length
Time,No. Steps,Total Reward,Episode Length
Time,No. Steps,Total Reward,Episode Length
Time,No. Steps,Total Reward,Episode Length
Time,No. Steps,Total Reward,Episode Length
Time,No. Steps,Total Reward,Episode Length
Time,No. Steps,Total Reward,Episode Length
Time,No. Steps,Total Reward,Episode Length
Time,No. Steps,Total Reward,Episode Length
Time,No. Steps,Total Reward,Episode Length
Time,No. Steps,Total Reward,Episode Length
Time,No. Steps,Total Reward,Episode Length
Time,No. Steps,Total Reward,Episode Length
Time,No. Steps,Total Reward,Episode Length
Time,No. Steps,Total Reward,Episode Length
Time,No. Steps,Total Reward,Episode Length
Time,No. Steps,Total Reward,Episode Length
Time,No. Steps,Total Reward,Episode Length
Time,No. Steps,Total Reward,Episode Length
Time,No. Steps,Total Reward,Episode Length
Time,No. Steps,Total Reward,Episode Length
0.020988941192626953,50,-90.0000000000003,502
Time,No. Steps,Total Reward,Episode Length
0.01999831199645996,50,-59.00000000000014,502
Time,No. Steps,Total Reward,Episode Length
0.03590512275695801,50,-90.0000000000003,502
Time,No. Steps,Total Reward,Episode Length
0.021883726119995117,50,-90.0000000000003,502
Time,No. Steps,Total Reward,Episode Length
0.021767616271972656,50,-90.0000000000003,502
Time,No. Steps,Total Reward,Episode Length
0.015628814697265625,100,-90.0000000000003,502
Time,No. Steps,Total Reward,Episode Length
0.031247854232788086,120,26.00000000000223,502
Time,No. Steps,Total Reward,Episode Length
0.015614748001098633,50,-90.0000000000003,502
Time,No. Steps,Total Reward,Episode Length
0.0312497615814209,50,-90.0000000000003,502
Time,No. Steps,Total Reward,Episode Length
0.031237125396728516,350,-48.00000000000032,502
Time,No. Steps,Total Reward,Episode Length
0.06823110580444336,9,27.299999999999997,10
0.04687213897705078,774,17.4,9
0.03125929832458496,1527,7.299999999999983,22
0.06316637992858887,2288,17.4,9
0.06992197036743164,3067,27.299999999999997,10
0.03126072883605957,3827,23.299999999999997,10
0.040975332260131836,4615,23.200000000000053,23
0.03124856948852539,5393,15.000000000000071,26
0.025983810424804688,6148,15.000000000000071,26
0.028977632522583008,6935,15.000000000000071,26
0.05596733093261719,8042,103.50000000000222,505
0.057967185974121094,9150,103.50000000000222,505
0.02398538589477539,10274,38.00000000000223,502
0.03123760223388672,11032,15.000000000000071,26
0.06249213218688965,11808,30.40000000000005,21
0.03124856948852539,12596,15.000000000000071,26
0.03125619888305664,13380,15.000000000000071,26
0.015614032745361328,14511,37.00000000000223,502
0.03125905990600586,15614,39.00000000000223,502
0.015622854232788086,16716,39.00000000000223,502
0.03003716468811035,17485,23.200000000000053,23
0.01562786102294922,18585,31.00000000000223,502
0.0259859561920166,19679,31.00000000000223,502
0.01563405990600586,20777,79.00000000000222,502
0.0156252384185791,21859,56.00000000000222,502
0.06585001945495605,22567,27.299999999999997,10
0.0259859561920166,23605,41.50000000000222,502
0.023012638092041016,24660,44.00000000000222,502
0.03298592567443848,25689,55.00000000000222,502
0.031992435455322266,26413,15.000000000000071,26
0.04597330093383789,27128,14.800000000000026,16
0.01397848129272461,27823,11.79999999999999,17
0.018999338150024414,28549,32.599999999999994,19
0.059964895248413086,29267,-1.400000000000027,31
0.05396533012390137,29987,22.09999999999998,25
0.06396150588989258,30713,-1.400000000000027,31
0.05996561050415039,31440,-1.400000000000027,31
0.021986722946166992,32489,66.50000000000213,502
0.07879018783569336,33186,-1.400000000000027,31
0.06496143341064453,33894,-1.400000000000027,31
0.06496381759643555,34589,-1.400000000000027,31
0.046387434005737305,35317,-9.700000000000031,34
0.048973798751831055,36057,-9.700000000000031,34
0.07495760917663574,36766,4.699999999999974,29
0.02199578285217285,37762,-55.00000000000022,502
0.03497910499572754,38789,-55.00000000000022,502
0.034981489181518555,39806,-55.00000000000022,502
0.03598213195800781,40540,-55.00000000000022,502
0.021988391876220703,41539,-55.00000000000022,502
0.025978565216064453,42587,-55.00000000000022,502
0.02599048614501953,43591,-55.00000000000022,502
0.02398538589477539,44645,-55.00000000000022,502
0.022985219955444336,45685,-55.00000000000022,502
