Time,No. Steps,Total Reward,final_position,Episode Length
0.04450345039367676,4595,0.0,0.0,404
0.04106569290161133,21854,1.0,0.09933565327428029,30
0.04089975357055664,39269,1.0,0.09933565327428029,30
0.039249420166015625,56469,1.0,0.09933565327428029,30
0.03901815414428711,73766,1.0,0.09933565327428029,30
0.04048347473144531,90740,1.0,0.09933565327428029,30
0.04060173034667969,108115,1.0,0.09933565327428029,30
0.039705753326416016,125603,1.0,0.09933565327428029,30
0.04015851020812988,143130,1.0,0.09933565327428029,30
0.04030156135559082,160723,1.0,0.09648845302119582,34
0.04738569259643555,178075,1.0,0.09585574185384373,33
0.023118257522583008,195229,1.0,0.09712116418854792,32
0.042421579360961914,217200,3.0,0.1879152167035748,466
0.047538042068481445,238976,2.0,0.1372983233154065,443
0.04010343551635742,255824,1.0,0.09933565327428029,30
0.03926873207092285,272646,1.0,0.09933565327428029,30
0.03816819190979004,289329,1.0,0.09933565327428029,30
0.040715932846069336,306039,1.0,0.09933565327428029,30
0.028999805450439453,323761,3.0,0.22176526415691236,111
0.04277372360229492,344960,2.0,0.1372983233154065,437
0.04189443588256836,367256,3.0,0.1879152167035748,462
0.04160356521606445,388942,2.0,0.1372983233154065,437
0.04208946228027344,412021,3.0,0.1879152167035748,529
0.04191780090332031,434440,3.0,0.1879152167035748,498
0.04284238815307617,456391,4.0,0.22840873141410947,469
0.04387211799621582,478794,4.0,0.22840873141410947,478
0.043947696685791016,500221,2.0,0.1372983233154065,431
0.04404187202453613,521829,2.0,0.1372983233154065,443
0.042812347412109375,543360,2.0,0.1372983233154065,439
0.04363822937011719,564702,2.0,0.1372983233154065,439
0.0423588752746582,586623,2.0,0.1372983233154065,439
0.026294946670532227,604441,3.0,0.22144890857323632,89
0.0428776741027832,626830,4.0,0.22840873141410947,503
0.040584564208984375,644799,3.0,0.2018348623853211,111
0.04420614242553711,667102,3.0,0.1879152167035748,468
0.049198150634765625,689076,4.0,0.22840873141410947,460
0.04305243492126465,711250,4.0,0.22840873141410947,460
0.052692413330078125,733366,2.0,0.1372983233154065,434
0.042120933532714844,755487,2.0,0.1372983233154065,439
0.0412447452545166,778182,4.0,0.22840873141410947,474
0.05792951583862305,800819,4.0,0.22840873141410947,471
0.02658557891845703,818222,3.0,0.22524517557734894,77
0.04388284683227539,840512,3.0,0.1879152167035748,451
0.042969465255737305,863048,4.0,0.2268269534957292,471
0.043555259704589844,885458,4.0,0.21860170832015186,456
0.04354429244995117,907625,3.0,0.1879152167035748,452
0.05213284492492676,929833,4.0,0.22840873141410947,464
0.04337430000305176,951725,3.0,0.1879152167035748,448
0.0506284236907959,973729,4.0,0.22840873141410947,459
0.04373455047607422,995757,3.0,0.1879152167035748,448
0.042313337326049805,1017588,3.0,0.1879152167035748,448
0.049344778060913086,1039302,3.0,0.1879152167035748,448
0.04294872283935547,1061207,3.0,0.1879152167035748,448
0.0408482551574707,1079826,10.0,0.5684909838658653,179
0.04191470146179199,1098540,4.0,0.2840873141410946,198
0.04262900352478027,1120610,3.0,0.1879152167035748,448
0.04181933403015137,1142186,3.0,0.1879152167035748,448
0.02653789520263672,1160217,3.0,0.2176526415691237,119
0.042643070220947266,1182301,3.0,0.1879152167035748,448
0.042847394943237305,1204386,4.0,0.22840873141410947,460
0.04275703430175781,1226343,3.0,0.1879152167035748,448
0.051110267639160156,1248837,4.0,0.22840873141410947,458
0.04389667510986328,1268647,10.0,0.5653274280291047,242
0.04356527328491211,1289824,10.0,0.5615311610249921,354
0.04367351531982422,1312250,4.0,0.22840873141410947,460
0.04499626159667969,1334856,4.0,0.22840873141410947,457
0.0449519157409668,1357296,4.0,0.22840873141410947,459
0.04196333885192871,1379784,4.0,0.22840873141410947,458
0.04072093963623047,1398668,10.0,0.5684909838658653,170
0.04192090034484863,1423038,14.0,0.7042075292628915,635
0.04193282127380371,1447006,14.0,0.7042075292628915,607
0.05216503143310547,1469277,4.0,0.22840873141410947,458
0.042555809020996094,1488165,12.0,0.6181588105030054,174
0.0491485595703125,1512334,14.0,0.7042075292628915,597
0.02635478973388672,1530929,3.0,0.22018348623853212,142
0.032961130142211914,1549419,4.0,0.26415691236950334,148
0.04353737831115723,1568105,12.0,0.6203732995887378,174
0.041582345962524414,1587044,12.0,0.6203732995887378,174
0.04227638244628906,1610963,15.0,0.749762733312243,614
0.042524099349975586,1635002,16.0,0.7598861119898767,615
0.0428311824798584,1658526,14.0,0.7042075292628915,592
0.04139900207519531,1682563,14.0,0.7042075292628915,592
0.042084455490112305,1706786,15.0,0.7447010439734262,617
0.04198575019836426,1730927,15.0,0.749762733312243,617
0.052468299865722656,1754802,15.0,0.7447010439734262,602
0.04424452781677246,1778734,14.0,0.689022461246441,592
0.04317140579223633,1802838,15.0,0.7447010439734262,604
0.03098011016845703,1822061,12.0,0.6203732995887378,189
0.04949951171875,1846123,14.0,0.6738373932299905,594
0.05085468292236328,1870453,14.0,0.7042075292628915,597
0.04268932342529297,1894619,14.0,0.7042075292628915,593
0.02563929557800293,1913275,10.0,0.5656437836127808,161
0.04259014129638672,1937656,14.0,0.7042075292628915,597
0.026889562606811523,1956679,12.0,0.6191078772540335,172
0.04401111602783203,1981122,15.0,0.7447010439734262,625
0.04315042495727539,2005292,15.0,0.7447010439734262,608
0.04323768615722656,2028729,14.0,0.7042075292628915,597
0.02681255340576172,2047159,12.0,0.6184751660866814,173
0.02776193618774414,2065636,12.0,0.6184751660866814,173
0.044605255126953125,2088785,14.0,0.7042075292628915,589
0.04267239570617676,2112287,14.0,0.689022461246441,588
0.02736663818359375,2130752,12.0,0.6184751660866814,173
0.04343080520629883,2154751,16.0,0.7598861119898767,613
0.044780731201171875,2178775,16.0,0.7598861119898767,607
0.04123711585998535,2202893,15.0,0.749762733312243,604
0.042196035385131836,2227642,19.0,0.9016134134767478,663
0.026728391647338867,2246426,10.0,0.5688073394495413,168
0.05453658103942871,2270267,15.0,0.749762733312243,605
0.04155278205871582,2294240,15.0,0.7447010439734262,603
0.04275155067443848,2318487,15.0,0.7447010439734262,606
0.043659210205078125,2344623,14.0,0.6839607719076242,795
0.05034661293029785,2363361,10.0,0.5681746282821892,158
0.04703474044799805,2387194,14.0,0.7042075292628915,597
0.04906058311462402,2415412,16.0,0.7598861119898767,918
0.04272127151489258,2439566,16.0,0.7598861119898767,613
0.026233434677124023,2458406,11.0,0.5754508067067384,161
0.04984879493713379,2483426,19.0,0.9421069281872825,669
0.04230546951293945,2507706,15.0,0.749762733312243,603
0.04201459884643555,2531930,15.0,0.749762733312243,608
0.04290580749511719,2556523,17.0,0.8206263840556786,634
0.04316997528076172,2580711,15.0,0.749762733312243,602
0.03236126899719238,2600764,15.0,0.7820310028472003,230
0.041961669921875,2625214,15.0,0.7447010439734262,602
0.025983810424804688,2645472,15.0,0.7820310028472003,229
0.049010515213012695,2669976,14.0,0.7042075292628915,591
0.042009830474853516,2694500,15.0,0.7447010439734262,603
0.04961109161376953,2719201,15.0,0.7447010439734262,602
0.04917645454406738,2743931,14.0,0.7042075292628915,596
0.041142940521240234,2768876,15.0,0.749762733312243,603
0.04226374626159668,2793219,15.0,0.749762733312243,606
0.04171013832092285,2818180,19.0,0.9016134134767478,660
0.0477447509765625,2842419,14.0,0.689022461246441,597
0.04212307929992676,2861640,12.0,0.6187915216703574,175
0.042294979095458984,2886378,15.0,0.749762733312243,604
0.04292488098144531,2911435,19.0,0.9218601708320152,654
0.04428887367248535,2935762,14.0,0.7042075292628915,604
0.04685163497924805,2959792,14.0,0.7042075292628915,595
0.04258012771606445,2984333,15.0,0.749762733312243,602
0.04356241226196289,3009236,19.0,0.9218601708320152,640
0.04313516616821289,3032968,14.0,0.7042075292628915,595
0.0510554313659668,3057459,14.0,0.7042075292628915,600
0.030448436737060547,3077977,15.0,0.7817146472635242,271
0.04151439666748047,3102438,14.0,0.7042075292628915,595
0.04188847541809082,3126458,14.0,0.6738373932299905,585
0.041663169860839844,3150722,14.0,0.6738373932299905,585
0.042188167572021484,3175554,19.0,0.9370452388484657,653
0.04576826095581055,3201144,19.0,0.9471686175260994,671
Time,No. Steps,Total Reward,final_position,Episode Length
0.051795005798339844,3348,25.0,1.0,287
0.02773571014404297,23389,25.0,1.0,287
0.027231216430664062,43214,18.0,0.9016134134767478,271
0.04292583465576172,67752,19.0,0.9421069281872825,654
0.04106569290161133,87665,25.0,1.0,292
0.05107831954956055,111148,14.0,0.7042075292628915,595
0.04261493682861328,130972,25.0,1.0,283
0.049936771392822266,155224,17.0,0.8206263840556786,627
0.042678117752075195,179795,19.0,0.9370452388484657,657
0.029206514358520508,199465,18.0,0.9016134134767478,273
0.04373025894165039,223920,19.0,0.9218601708320152,649
0.041547298431396484,248288,19.0,0.9218601708320152,653
0.048410892486572266,272403,14.0,0.7042075292628915,596
0.04316854476928711,296543,14.0,0.7042075292628915,596
0.021974563598632812,316898,25.0,1.0,280
0.026929140090942383,336369,15.0,0.7820310028472003,241
0.048322439193725586,360534,14.0,0.7004112622587789,595
0.04268646240234375,385244,19.0,0.9471686175260994,657
0.027291536331176758,405435,25.0,1.0,284
0.042360544204711914,429347,14.0,0.7042075292628915,596
0.04250144958496094,453068,14.0,0.7042075292628915,596
0.03403830528259277,473200,25.0,1.0,288
0.04265022277832031,498056,19.0,0.9471686175260994,667
0.04566383361816406,518443,25.0,1.0,284
0.04219937324523926,542338,14.0,0.7042075292628915,596
0.029663801193237305,563491,25.0,1.0,368
0.043927669525146484,587440,14.0,0.7042075292628915,596
0.04252314567565918,612279,19.0,0.9471686175260994,660
0.04876351356506348,636921,19.0,0.9421069281872825,660
0.046758174896240234,661810,19.0,0.9421069281872825,656
0.04231667518615723,685965,14.0,0.7042075292628915,596
0.042032718658447266,710982,19.0,0.9218601708320152,649
0.04219841957092285,735826,19.0,0.9218601708320152,649
0.01919722557067871,756245,25.0,1.0,281
